"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1786754928817414463","Sat May 04 13:49:05 +0000 2024","2861","The fact that it was Seulgi's friend who gave her this incredible opportunity and not her own company says a lot!! #SeulgiArea52inBKK #BAMBAMxSEULGI #ENCOREAREA52DAY #슬기 #SEULGI #BamBam https://t.co/99kyQm02B0","1786754928817414463","https://pbs.twimg.com/ext_tw_video_thumb/1786754885964238848/pu/img/zIbImiNZr6ig-9cC.jpg","","en","","35","11","797","https://twitter.com/seulgi_xtaemin/status/1786754928817414463","2758193561","seulgi_xtaemin"
"1786761770926792741","Sat May 04 14:16:17 +0000 2024","2342","https://t.co/lJ9aQrbfrX BamBam did a shout out to GOT7 and said this maknae made it he also made a promise that he ll do everything he can to make a GOT7 concert possible *rough translation* #ENCOREAREA52DAY #แบมแบมอินราชมัง #AREA52 @BamBam1A #BamBam @BAMBAMxABYSS @GOT7 ","1786761770926792741","https://pbs.twimg.com/ext_tw_video_thumb/1786759154507628544/pu/img/mxazW0LRZRvs2gZd.jpg","","en","IG: ot7ahga","109","5","889","https://twitter.com/OT7Ahga/status/1786761770926792741","1202054194326331392","OT7Ahga"
"1786748159152291884","Sat May 04 13:22:11 +0000 2024","1177","Finally Who Are You live!!!! #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/NkT1ony13E","1786748159152291884","https://pbs.twimg.com/ext_tw_video_thumb/1786747514529751040/pu/img/vglXWH5hTof2kBGo.jpg","","en","","30","0","869","https://twitter.com/tuanxcoco/status/1786748159152291884","4429976174","tuanxcoco"
"1786761410028146728","Sat May 04 14:14:51 +0000 2024","351","Hard carry ️‍️‍️‍️‍ #BAMBAMENCOREAREA52INBKK #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/4Tn36zuaLt","1786761410028146728","https://pbs.twimg.com/amplify_video_thumb/1786761231829024769/img/XxCldqkKNNV90RFz.jpg","","en","Forever","4","1","392","https://twitter.com/mtmie93/status/1786761410028146728","1175664236938194945","mtmie93"
"1786782039381098505","Sat May 04 15:36:49 +0000 2024","21","#ENCOREAREA52DAY #แบมแบมอินราชมัง Minitalk https://t.co/iATeGTUVNB","1786782039381098505","https://pbs.twimg.com/ext_tw_video_thumb/1786781993705091072/pu/img/bJP0a8X2i6D_DP7U.jpg","","en","","0","0","22","https://twitter.com/noomag11/status/1786782039381098505","1085895891964153858","noomag11"
"1786757945822486975","Sat May 04 14:01:05 +0000 2024","79","BAMBAM DREAM COME TRUE #BAMBAMENCOREAREA52INBKK #แบมแบม #BAMBAM #뱀뱀 #ENCOREAREA52DAY #แบมแบมอินราชมัง #วันไหลราชมัง https://t.co/egfMA9Ewj2","1786757945822486975","https://pbs.twimg.com/ext_tw_video_thumb/1786757875517538304/pu/img/va2yYElNNTnxcB6i.jpg","","en","","2","0","37","https://twitter.com/RChutimon/status/1786757945822486975","945028468978225152","RChutimon"
"1786763083144413423","Sat May 04 14:21:30 +0000 2024","26","Hard carry #BAMBAMENCOREAREA52INBKK #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/rjAZ33NtoL","1786763083144413423","https://pbs.twimg.com/ext_tw_video_thumb/1786761731806838784/pu/img/O2lgKqSJvUviU_sA.jpg","","en","Bangkok, Thailand","0","1","18","https://twitter.com/ipuiipuiii/status/1786763083144413423","728580354223677440","ipuiipuiii"
"1786746762620981520","Sat May 04 13:16:39 +0000 2024","951","I love this man so much I hope he knows how proud we all are #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/0bHEl5U8zz","1786746762620981520","https://pbs.twimg.com/ext_tw_video_thumb/1786746479077670912/pu/img/lqY9sTnbsFby54PJ.jpg","","en","","7","0","613","https://twitter.com/tuanxcoco/status/1786746762620981520","4429976174","tuanxcoco"
"1786760078340563134","Sat May 04 14:09:33 +0000 2024","91","Dream Come True #แบมแบมอินราชมัง #ENCOREAREA52DAY #BamBam @BamBam1A https://t.co/b0sPk1WxKm","1786760078340563134","https://pbs.twimg.com/ext_tw_video_thumb/1786757873495920640/pu/img/ny6LFfBmCgDgvs_j.jpg","","en","© to owners ","1","0","69","https://twitter.com/BambamHourly/status/1786760078340563134","1485627295733895174","BambamHourly"
"1786730981845815666","Sat May 04 12:13:56 +0000 2024","71","Start #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/qpNFRMbkTX","1786730981845815666","https://pbs.twimg.com/ext_tw_video_thumb/1786730751343656960/pu/img/9WnU13lmrZ-9eUXB.jpg","","en","","0","1","79","https://twitter.com/lilichu23/status/1786730981845815666","1093325597953028096","lilichu23"
"1786749327479628206","Sat May 04 13:26:50 +0000 2024","418","It s just BamBam and Seulgi performing on this grand stage but it s like the whole area is covered with performers ️‍ and that s on powerful stage presence #ENCOREAREA52DAY #แบมแบมอินราชมัง #AREA52 @BamBam1A #BamBam @BAMBAMxABYSS @GOT7 #GOT7 https://t.co/Qyvk2p21CD","1786749327479628206","https://pbs.twimg.com/ext_tw_video_thumb/1786746617250652160/pu/img/m7lKcbJSUKiO77SY.jpg","","en","IG: ot7ahga","6","0","183","https://twitter.com/OT7Ahga/status/1786749327479628206","1202054194326331392","OT7Ahga"
"1786748321903899063","Sat May 04 13:22:50 +0000 2024","2187","BamBam and Seulgi performing Who Are You #แบมแบมอินราชมัง #ENCOREAREA52DAY https://t.co/3W6UxqRhi0","1786748321903899063","https://pbs.twimg.com/ext_tw_video_thumb/1786746889247031296/pu/img/_jjzc7-Ia0_apVZO.jpg","","en","🇵🇭","56","4","1016","https://twitter.com/sevendless/status/1786748321903899063","2593852657","sevendless"
"1786732471645770125","Sat May 04 12:19:51 +0000 2024","221","Wheels up @BamBam1A #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK https://t.co/FY9A7dOiKD","1786732471645770125","https://pbs.twimg.com/ext_tw_video_thumb/1786732421637103616/pu/img/iVfhCvDVbZCV1W6Q.jpg","","en","160816 | BAMBAM","1","0","253","https://twitter.com/callmekies/status/1786732471645770125","837620674122260480","callmekies"
"1786742131501261182","Sat May 04 12:58:14 +0000 2024","1543","stage so damn big bambam's gotta jog around it #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/eb0W2hFRvY","1786742131501261182","https://pbs.twimg.com/ext_tw_video_thumb/1786741610384130049/pu/img/-x2yk9Bt_GYeYxcA.jpg","","en","","50","2","529","https://twitter.com/GOT7isOT7/status/1786742131501261182","1418776842312372226","GOT7isOT7"
"1786747373252923735","Sat May 04 13:19:04 +0000 2024","680","Who are you ️ #BAMBAMENCOREAREA52INBKK #แบมแบม #BAMBAM #뱀뱀 #ENCOREAREA52DAY #แบมแบมอินราชมัง #วันไหลราชมัง https://t.co/bR2TujPiPR","1786747373252923735","https://pbs.twimg.com/ext_tw_video_thumb/1786747099968864256/pu/img/aAAEwwxawNaZHP_z.jpg","","en","","29","0","513","https://twitter.com/RChutimon/status/1786747373252923735","945028468978225152","RChutimon"
"1786758193340875174","Sat May 04 14:02:04 +0000 2024","42","Project : BAMBAM (OUR) DREAM COME TRUE #แบมแบมอินราชมัง #ENCOREAREA52DAY https://t.co/lUUQG4oyyp","1786758193340875174","https://pbs.twimg.com/media/GMvW3BZbkAEMFQY.jpg","","en","","0","1","53","https://twitter.com/gymyggg/status/1786758193340875174","1717949758269263873","gymyggg"
"1786703540121186743","Sat May 04 10:24:53 +0000 2024","1597","RIDE OR DIE #ENCOREAREA52DAY #แบมแบมอินราชมัง #뱀뱀 #BamBam @BamBam1A https://t.co/TsgNKLjIup","1786703540121186743","https://pbs.twimg.com/ext_tw_video_thumb/1786703213561044992/pu/img/RjPaQE6AkuV2_SmS.jpg","","en","","38","0","1259","https://twitter.com/yugsmark/status/1786703540121186743","1188004376004169728","yugsmark"
"1786747244068384939","Sat May 04 13:18:33 +0000 2024","1486","Who are you @BamBam1A #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK https://t.co/v1DT0S5JUj","1786747244068384939","https://pbs.twimg.com/ext_tw_video_thumb/1786747133150048256/pu/img/X85Y8Zf39pV6DJl6.jpg","","en","160816 | BAMBAM","43","0","1386","https://twitter.com/callmekies/status/1786747244068384939","837620674122260480","callmekies"
"1786718312325652592","Sat May 04 11:23:35 +0000 2024","2015","normal ppl would think this is already the concert but nooo this crowd is just from his soundcheck! #ENCOREAREA52DAY https://t.co/ILjr3chZhS","1786718312325652592","https://pbs.twimg.com/media/GMuy1MIakAAgmpZ.jpg","","en","she/her","89","6","1194","https://twitter.com/tuansmk/status/1786718312325652592","1347490349556486145","tuansmk"
"1786756829864931721","Sat May 04 13:56:39 +0000 2024","301","Ribbon #แบมแบมอินราชมัง #ENCOREAREA52DAY https://t.co/h93JmYd6zv","1786756829864931721","https://pbs.twimg.com/ext_tw_video_thumb/1786756373264715776/pu/img/o2TSueYgXNPoymNV.jpg","","en","Somewhere I belong ","6","1","225","https://twitter.com/nutitle/status/1786756829864931721","36997438","nutitle"
"1786764940218630618","Sat May 04 14:28:52 +0000 2024","3023","BamBam asking Seulgi to cover her eyes since he s going to take off his top #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam @BamBam1A https://t.co/HN4GDrRzfd","1786764940218630618","https://pbs.twimg.com/ext_tw_video_thumb/1786764916839636992/pu/img/XvVvmLqZKqpnfnOH.jpg","","en","","197","0","1572","https://twitter.com/tuanxcoco/status/1786764940218630618","4429976174","tuanxcoco"
"1786738317947728029","Sat May 04 12:43:05 +0000 2024","91","Take it easy @BamBam1A #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK https://t.co/b1oaeVMN8N","1786738317947728029","https://pbs.twimg.com/ext_tw_video_thumb/1786738085637890048/pu/img/cB-6ATIXwaKcgV5W.jpg","","en","160816 | BAMBAM","3","0","116","https://twitter.com/callmekies/status/1786738317947728029","837620674122260480","callmekies"
"1786767853208604880","Sat May 04 14:40:27 +0000 2024","214","BamBam asked Seulgi to cover her eyes before removing his shirt cutie!! #ENCOREAREA52DAY #แบมแบมอินราชมัง #AREA52 @BamBam1A #BamBam @BAMBAMxABYSS @GOT7 #GOT7 https://t.co/SDCfGtNog9","1786767853208604880","https://pbs.twimg.com/ext_tw_video_thumb/1786765173837168640/pu/img/DIS5TXPjSvS6SH1X.jpg","","en","IG: ot7ahga","0","2","79","https://twitter.com/OT7Ahga/status/1786767853208604880","1202054194326331392","OT7Ahga"
"1786762865963377101","Sat May 04 14:20:38 +0000 2024","892","Hard carry hey! #ENCOREAREA52DAY #แบมแบมอินราชมัง #BamBam @BamBam1A https://t.co/i8cefWQj7r","1786762865963377101","https://pbs.twimg.com/ext_tw_video_thumb/1786761624168390656/pu/img/IDROg17eg8a3Mv0E.jpg","","en","Thailand","20","6","875","https://twitter.com/BamBamBooster/status/1786762865963377101","1209027920854839296","BamBamBooster"
"1786707390991302760","Sat May 04 10:40:12 +0000 2024","94","TIPPT TOE NEW VER. Sound Check #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK https://t.co/NU6OztEh5G","1786707390991302760","https://pbs.twimg.com/ext_tw_video_thumb/1786707312327229440/pu/img/xTT1VYcN5kwSMsCB.jpg","","en","","2","0","73","https://twitter.com/MPoroxy/status/1786707390991302760","1562845703550173184","MPoroxy"
"1786743982153724212","Sat May 04 13:05:36 +0000 2024","434","BamBam s drone show for his encore ️ #ENCOREAREA52DAY #แบมแบมอินราชมัง #AREA52 @BamBam1A #BamBam @BAMBAMxABYSS @GOT7 #GOT7 https://t.co/hocwbig764","1786743982153724212","https://pbs.twimg.com/amplify_video_thumb/1786742098588540928/img/zUOnPCT-NW1_m8xY.jpg","","en","IG: ot7ahga","10","0","228","https://twitter.com/OT7Ahga/status/1786743982153724212","1202054194326331392","OT7Ahga"
"1786749264661754006","Sat May 04 13:26:35 +0000 2024","724","BEAUTIFUL PEOPLE #BamBam #뱀뱀 @BamBam1A #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/iDjwqaZ4BL","1786749264661754006","https://pbs.twimg.com/ext_tw_video_thumb/1786747099968864256/pu/img/aAAEwwxawNaZHP_z.jpg","","en","🇵🇭","13","0","337","https://twitter.com/cyjprint/status/1786749264661754006","1198447426392059905","cyjprint"
"1786730805336646084","Sat May 04 12:13:14 +0000 2024","1623","Sold out Rajamangala National Stadium show Kunpimook Bhuwakul Prince of Thailand ️ BamBam you ve made it! #ENCOREAREA52DAY #แบมแบมอินราชมัง #AREA52 @BamBam1A #BamBam @BAMBAMxABYSS @GOT7 #GOT7 https://t.co/gL4yu9m5u7","1786730805336646084","https://pbs.twimg.com/ext_tw_video_thumb/1786727068375650304/pu/img/M7A_PYt6KpLpPXz-.jpg","","en","IG: ot7ahga","44","0","888","https://twitter.com/OT7Ahga/status/1786730805336646084","1202054194326331392","OT7Ahga"
"1786744501752734022","Sat May 04 13:07:39 +0000 2024","24"," 2023-2024 BamBam THE 1ST WORLD TOUR ENCORE [#AREA52] in BANGKOK #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam #뱀뱀 https://t.co/RUiNiJDDMR","1786744501752734022","https://pbs.twimg.com/ext_tw_video_thumb/1786743991616274433/pu/img/ZFg_KEpmBViF4xPJ.jpg","","en","Thailand","1","0","17","https://twitter.com/FernFernie/status/1786744501752734022","197888819","FernFernie"
"1786740522599825641","Sat May 04 12:51:51 +0000 2024","32","Don't cry you're sooo good. #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/bJeMFSI6V6","1786740522599825641","https://pbs.twimg.com/ext_tw_video_thumb/1786740420468486145/pu/img/SD9jvntjQZ1VVxUz.jpg","","en","","0","0","34","https://twitter.com/lilichu23/status/1786740522599825641","1093325597953028096","lilichu23"
"1786747654418125181","Sat May 04 13:20:11 +0000 2024","155","Who are you ️️️ #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK https://t.co/8f6ysHd841","1786747654418125181","https://pbs.twimg.com/ext_tw_video_thumb/1786747135968546817/pu/img/04rPHQkRVcPHBofC.jpg","","en","กรุงเทพมหานคร, ประเทศไทย","1","0","144","https://twitter.com/aNujumy/status/1786747654418125181","256833315","aNujumy"
"1786756818141868166","Sat May 04 13:56:36 +0000 2024","773","riBBon OT7 fanchant 7️⃣ @BamBam1A #뱀뱀 #BamBam #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK https://t.co/oqKQpCe20L","1786756818141868166","https://pbs.twimg.com/ext_tw_video_thumb/1786756586897383424/pu/img/tg-Kf6o2NU9Bzsdc.jpg","","en","","12","0","510","https://twitter.com/pbjy0922/status/1786756818141868166","1096000068560113664","pbjy0922"
"1786754440575197211","Sat May 04 13:47:09 +0000 2024","16","A thai member from a korean kpop group singing a japanese song called Angel #ENCOREAREA52DAY #แบมแบมอินราชมัง #ไปราชมังกับแบมแบม #BAMBAMENCOREAREA52INBKK https://t.co/pjPILH4cgr","1786754440575197211","https://pbs.twimg.com/ext_tw_video_thumb/1786752127593058304/pu/img/Jv_nBKLKz53WklTx.jpg","","en","One of igot7 💚 ⬇️0:40 ","2","1","15","https://twitter.com/iamkiromiracle/status/1786754440575197211","4574044348","iamkiromiracle"
"1786766742347514045","Sat May 04 14:36:02 +0000 2024","168","New song must be nice #ENCOREAREA52DAY https://t.co/zaGIPZfP9E","1786766742347514045","https://pbs.twimg.com/ext_tw_video_thumb/1786766428395483136/pu/img/d0oIiPaUl_tTens_.jpg","","en","Somewhere I belong ","1","0","172","https://twitter.com/nutitle/status/1786766742347514045","36997438","nutitle"
"1786830778640543978","Sat May 04 18:50:29 +0000 2024","9","Perfected #BAMBAMENCOREAREA52INBKK #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/dw5uS6lk3m","1786830778640543978","https://pbs.twimg.com/ext_tw_video_thumb/1786830453372256256/pu/img/O2yRseG-D-qWuplg.jpg","","en","กรุงเทพมหานคร, ประเทศไทย","0","0","9","https://twitter.com/Chaba249/status/1786830778640543978","758879954222264321","Chaba249"
"1786810029812928513","Sat May 04 17:28:03 +0000 2024","325","Double B ️ @BamBam1A #ENCOREAREA52DAY #แบมแบมอินราชมัง #BamBam #뱀뱀 https://t.co/0vwWtWarU6","1786810029812928513","https://pbs.twimg.com/media/GMwGPr7aUAA7QVO.jpg","","en","Bangkok, Thailand","0","0","429","https://twitter.com/BarBieOhAeey/status/1786810029812928513","508869281","BarBieOhAeey"
"1786731978466955461","Sat May 04 12:17:54 +0000 2024","665","Really Really Good!!! #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/8ivLXNcqyc","1786731978466955461","https://pbs.twimg.com/ext_tw_video_thumb/1786731893318352896/pu/img/9UQF7227Nkofs6np.jpg","","en","","9","1","728","https://twitter.com/lilichu23/status/1786731978466955461","1093325597953028096","lilichu23"
"1786739484425699649","Sat May 04 12:47:43 +0000 2024","315","Take it easy #BAMBAMENCOREAREA52INBKK #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/EgV2UotRby","1786739484425699649","https://pbs.twimg.com/amplify_video_thumb/1786738470565892096/img/fVCKJZZECK3smWab.jpg","","en","Forever","2","0","347","https://twitter.com/mtmie93/status/1786739484425699649","1175664236938194945","mtmie93"
"1786743198813220971","Sat May 04 13:02:29 +0000 2024","11","It s for Got7 #ENCOREAREA52DAY ️‍ #แบมแบมอินราชมัง #BAMBAM #뱀뱀 https://t.co/8l6Uh6PIbV","1786743198813220971","https://pbs.twimg.com/ext_tw_video_thumb/1786742916230393856/pu/img/CAdCJ5T-ppsm5TrH.jpg","","en","Straykids","0","0","11","https://twitter.com/PeachyyBombb/status/1786743198813220971","1349527276585566209","PeachyyBombb"
"1786747746185330800","Sat May 04 13:20:33 +0000 2024","78","Who are you #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/bK5uBOpa6Z","1786747746185330800","https://pbs.twimg.com/ext_tw_video_thumb/1786747192893702144/pu/img/U0Tt8rvAWcTNU5z_.jpg","","en","","0","0","83","https://twitter.com/Neung_Parach/status/1786747746185330800","1596808094302244865","Neung_Parach"
"1786750873575784711","Sat May 04 13:32:59 +0000 2024","329","Her voice ️ #SEULGI #ENCOREAREA52DAY https://t.co/SCPnFO9Coa","1786750873575784711","https://pbs.twimg.com/ext_tw_video_thumb/1786750526077775872/pu/img/CjPO1YRnDv_-9y8y.jpg","","en","","3","2","217","https://twitter.com/markbam2539/status/1786750873575784711","907913392672739328","markbam2539"
"1786741991377940788","Sat May 04 12:57:41 +0000 2024","777","The this is my place part feels so good to hear esp because he is performing in a sold out stadium concert at his hometown. Bambam #ENCOREAREA52DAY #แบมแบมอินราชมังกร https://t.co/pxXmca2Mhj","1786741991377940788","https://pbs.twimg.com/ext_tw_video_thumb/1786731777668882432/pu/img/OoxnWtNRG6fvn16M.jpg","","en","she/her","6","0","297","https://twitter.com/defsoulars_/status/1786741991377940788","1240977005123751937","defsoulars_"
"1786739918514876420","Sat May 04 12:49:27 +0000 2024","348","Bird sounds before Thank You Come Again because we ll be eating those bread crumbs #ENCOREAREA52DAY #แบมแบมอินราชมัง #AREA52 @BamBam1A #BamBam @BAMBAMxABYSS @GOT7 #GOT7 https://t.co/n7OaCnOiJ5","1786739918514876420","https://pbs.twimg.com/ext_tw_video_thumb/1786734171379179520/pu/img/ICSEhs9s7b_nLF1f.jpg","","en","IG: ot7ahga","1","0","146","https://twitter.com/OT7Ahga/status/1786739918514876420","1202054194326331392","OT7Ahga"
"1786801160374120546","Sat May 04 16:52:48 +0000 2024","75","AHHHH LOOK WHO GOT A BALL FROM BAMBAM #Bambam #뱀뱀 @bambam1a #แบมแบม #BAMBAMENCOREAREA52INBKK #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/0wLngxgNJW","1786801160374120546","https://pbs.twimg.com/amplify_video_thumb/1786801092296404992/img/Hk2kDJKZyM_uH0fW.jpg","","en","Germany 🇩🇪 she/her","2","4","22","https://twitter.com/Ahga_Eternal7/status/1786801160374120546","1244701236718436352","Ahga_Eternal7"
"1786747613905297629","Sat May 04 13:20:01 +0000 2024","424","Who are you ️‍️‍ #BAMBAMENCOREAREA52INBKK #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/ypWrcj6V30","1786747613905297629","https://pbs.twimg.com/amplify_video_thumb/1786746964148957184/img/NpTwMeZ5ijyFlJwO.jpg","","en","Forever","2","0","456","https://twitter.com/mtmie93/status/1786747613905297629","1175664236938194945","mtmie93"
"1786798104853037133","Sat May 04 16:40:39 +0000 2024","89","Who are you. #ENCOREAREA52DAY #แบมแบมอินราชมัง #BamBam #BAMBAMENCORAREA52INBKK #SEULGI https://t.co/ORg9dToRlq","1786798104853037133","https://pbs.twimg.com/ext_tw_video_thumb/1786797974670180352/pu/img/7n-5X4WRTUPQEF2p.jpg","","en","สมุทรปราการ, ประเทศไทย","1","0","41","https://twitter.com/HongHongJayBDef/status/1786798104853037133","3361439472","HongHongJayBDef"
"1786790218269618280","Sat May 04 16:09:19 +0000 2024","284","Thank you!! Come again!! จ่ะ #bambam​ #AREA52​ #BAMBAMENCOREAREA52INBKK #ENCOREAREA52DAY #แบมแบมอินราชมัง @BamBam1A https://t.co/U1dAhNojRy","1786790218269618280","https://pbs.twimg.com/ext_tw_video_thumb/1786789394353201152/pu/img/cJNM_1trovqwFj78.jpg","","en","กรุงเทพมหานคร, ประเทศไทย","1","1","236","https://twitter.com/emmaarbuda/status/1786790218269618280","983270003628695552","emmaarbuda"
"1786739656886980763","Sat May 04 12:48:24 +0000 2024","246","Take it easy ~ #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/NV0HlrMucJ","1786739656886980763","https://pbs.twimg.com/ext_tw_video_thumb/1786737888731987968/pu/img/Bg9WWXyNks3cPyLs.jpg","","en","IGot7","1","0","284","https://twitter.com/I3amBam1A/status/1786739656886980763","252693949","I3amBam1A"
"1786736821340107024","Sat May 04 12:37:08 +0000 2024","298","The stage production is insane ️‍ #ENCOREAREA52DAY #แบมแบมอินราชมัง #AREA52 @BamBam1A #BamBam @BAMBAMxABYSS @GOT7 #GOT7 https://t.co/tATjg5QEG4","1786736821340107024","https://pbs.twimg.com/ext_tw_video_thumb/1786730608263380992/pu/img/fuoYHjGE0Ql-sgEC.jpg","","en","IG: ot7ahga","3","0","172","https://twitter.com/OT7Ahga/status/1786736821340107024","1202054194326331392","OT7Ahga"
"1786698799513051582","Sat May 04 10:06:03 +0000 2024","86","soundcheck is starting soon omg #แบมแบมอินราชมัง #ENCOREAREA52DAY #BamBam @BamBam1A https://t.co/AS2TfWZ7XB","1786698799513051582","https://pbs.twimg.com/ext_tw_video_thumb/1786689837380370432/pu/img/YuMHz0lVE--aGxc1.jpg","","en","© to owners ","0","1","81","https://twitter.com/BambamHourly/status/1786698799513051582","1485627295733895174","BambamHourly"
"1786706606975295724","Sat May 04 10:37:05 +0000 2024","162","tippy toe @BamBam1A #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK https://t.co/UbGHIYSjY3","1786706606975295724","https://pbs.twimg.com/ext_tw_video_thumb/1786706352229974016/pu/img/ggaSD9fxH2TeCStp.jpg","","en","160816 | BAMBAM","1","0","140","https://twitter.com/callmekies/status/1786706606975295724","837620674122260480","callmekies"
"1786732933878821139","Sat May 04 12:21:41 +0000 2024","636","THE NEW OUTFIT ?!? I M SICK #ENCOREAREA52DAY #แบมแบมอินราชมังกร https://t.co/EZrKFSOmz6","1786732933878821139","https://pbs.twimg.com/ext_tw_video_thumb/1786731777668882432/pu/img/OoxnWtNRG6fvn16M.jpg","","en","vi a jackson","4","0","360","https://twitter.com/uncoverwje/status/1786732933878821139","1321512117695111169","uncoverwje"
"1786751963952222264","Sat May 04 13:37:19 +0000 2024","216","Bambam solo concert and yet he making sure to add GOT7 in it. When i tell you he is the best guy this is exactly what I mean. Those 7 circles forming as 7 #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/j4jdqGo5xd","1786751963952222264","https://pbs.twimg.com/ext_tw_video_thumb/1786742426943827968/pu/img/IIGbKZI18iZV7fMz.jpg","","en","JB MT JS PJ CJ BB YG","1","2","59","https://twitter.com/pviiig7/status/1786751963952222264","2594837540","pviiig7"
"1786766953232900563","Sat May 04 14:36:52 +0000 2024","31","BB4 Must be nice #แบมแบมอินราชมัง #ENCOREAREA52DAY https://t.co/Xz1JbIGhwQ","1786766953232900563","https://pbs.twimg.com/ext_tw_video_thumb/1786766824958566400/pu/img/b1EsJ_PX_gq7T-hk.jpg","","en","Thailand","0","1","27","https://twitter.com/MTshine93/status/1786766953232900563","345180872","MTshine93"
"1786743321580454012","Sat May 04 13:02:58 +0000 2024","297","Bambam being emotional makes me emotional I m so proud of him. I m happy being able to witness him make history and his dreams come true. We love you Bambam. You deserve this. #ENCOREAREA52DAY #แบมแบมอินราชมังกร https://t.co/QZy3gHFzel","1786743321580454012","https://pbs.twimg.com/ext_tw_video_thumb/1786741142689873921/pu/img/ysBebQixNgAm4N-z.jpg","","en","she/her","3","0","97","https://twitter.com/defsoulars_/status/1786743321580454012","1240977005123751937","defsoulars_"
"1786764795158683911","Sat May 04 14:28:18 +0000 2024","728","SO FREAKIN HAPPY RN!! ALL OF US ARE HERE FOR YOU!! LOVE YOU BAMBAM #ENCOREAREA52DAY #แบมแบมอินราชมัง https://t.co/9CkNircVw5","1786764795158683911","https://pbs.twimg.com/ext_tw_video_thumb/1786764436579241984/pu/img/IvDX0feo66Gg0ORe.jpg","","en","","7","3","312","https://twitter.com/GOT7isOT7/status/1786764795158683911","1418776842312372226","GOT7isOT7"
"1786747679558734082","Sat May 04 13:20:17 +0000 2024","49","Who are you . #ENCOREAREA52DAY #แบมแบมอินราชมัง #ไปราชมังกับแบมแบม #BAMBAMENCOREAREA52INBKK https://t.co/4fpQav2xfR","1786747679558734082","https://pbs.twimg.com/ext_tw_video_thumb/1786746978782892032/pu/img/7MzkRsEROU_8oIfJ.jpg","","en","","0","0","63","https://twitter.com/Nune_Supatcha/status/1786747679558734082","2175626996","Nune_Supatcha"
"1786764236510974194","Sat May 04 14:26:05 +0000 2024","77","Lullaby #ENCOREAREA52DAY #แบมแบมอินราชมัง #GOT7 #GOT7FOREVER https://t.co/koyvTR3igh","1786764236510974194","https://pbs.twimg.com/ext_tw_video_thumb/1786763645286014976/pu/img/8UZubG82SACuw9yW.jpg","","en","","1","0","73","https://twitter.com/Neung_Parach/status/1786764236510974194","1596808094302244865","Neung_Parach"
"1786742232139370583","Sat May 04 12:58:38 +0000 2024","20"," 2023-2024 BamBam THE 1ST WORLD TOUR ENCORE [#AREA52] in BANGKOK #ENCOREAREA52DAY #แบมแบมอินราชมัง #BAMBAMENCOREAREA52INBKK #BamBam #뱀뱀 https://t.co/kxcTX5jg73","1786742232139370583","https://pbs.twimg.com/ext_tw_video_thumb/1786741990350323712/pu/img/qzh7b_WqwcyZBx-O.jpg","","en","Thailand","0","0","16","https://twitter.com/FernFernie/status/1786742232139370583","197888819","FernFernie"
